row_id,category_slug,category_title,prompt,provider,model_id,thinking_level,max_turns,max_cost_usd,label
g55c_0461_twojoint_prismatic_chain_98f9d2b5,twojoint_prismatic_chain,Two-joint prismatic chain,A side-wall double-carriage module. A grounded side plate supports one linear carriage and a second carried slider. The first and second stages are prismatic joints in sequence.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0462_barrier_gate_6be1f81e,barrier_gate,Barrier gate,A beam road blocker with a flat rectangular steel beam arm that lifts vertically inside a fixed frame housing. The beam arm lifts on a prismatic joint along the vertical axis inside the housing guides.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0463_service_access_panel_d1fce41b,service_access_panel,Service access panel,"A hinged service access panel on an equipment face. A rectangular frame surrounds the opening, and a panel door hangs from one side with a latch edge opposite. Joints: the door is a single revolute panel about a vertical side hinge axis. Make the hinge hardware short and tucked close to the body.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0464_floor_lamp_0725b6e4,floor_lamp,Floor lamp,A three-joint articulated reading floor lamp with a round base and three sequential link sections ending in a shade. Each link connects to the next on a revolute elbow joint. The shade tilts on a revolute joint at the tip.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0465_single_pitch_axis_module_d6af306d,single_pitch_axis_module,Single pitch axis module,A single-axis pitch cradle. Two side plates on a base support a centered yoke carrying a small faceplate between the arms. The yoke rotates as one revolute joint about a horizontal trunnion axis through the side supports.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0466_offsetaxis_rotary_stack_1a83ccf9,offsetaxis_rotary_stack,Offset-axis rotary stack,"An open-frame offset-axis rotary assembly. A grounded base disk, a side support arm, and a small upper stage form a clear two-level rotary structure without enclosing the moving members. The two rotary stages are independent revolute joints with a visible lateral offset between their axes.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0467_twostage_telescoping_slide_ce0efb2f,twostage_telescoping_slide,Two-stage telescoping slide,A wall-backed telescoping slide module. A rigid back support carries an outer guide channel and one nested moving section that projects from it. The moving section is a prismatic joint on the fixed outer guide.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0468_extension_ladder_c9078dc7,extension_ladder,Extension ladder,A multi-position convertible ladder with two A-frame hinge sections joined at pivot knuckles. Each main pivot knuckle locks at multiple angles on a revolute hinge. An extension fly section slides prismatically in the rear stile guides.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0469_prismaticrevolute_chain_beb77121,prismaticrevolute_chain,Prismatic-revolute chain,A drawer-like shuttle with a side-mounted pivot block and a small inspection paddle at the end of a short link. The sliding base and the hinged link should have clearly separate support structures. The shuttle is a prismatic joint along its guide axis and the paddle link is a revolute joint on the shuttle.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0470_bell_tower_with_swinging_bell_14aa384c,bell_tower_with_swinging_bell,Bell tower with swinging bell,"An Alpine wooden bell cote with a narrow rectangular timber frame, a pointed roof, and a single brass bell hung on a pivot beam inside the frame. The pivot beam is fixed across the frame uprights. The bell hangs on a revolute hinge at the headstock. The bell swings about the horizontal headstock axis.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0471_roof_vent_tower_with_hinged_flap_5ce234a4,roof_vent_tower_with_hinged_flap,Roof vent tower with hinged flap,"A rooftop vent tower with a weather flap. An upright vent housing ends in a framed outlet, with one flap attached along the top edge. Joints: the flap is a single revolute panel about a horizontal top-edge axis. Pull the hinge hardware outward so the axis is easy to read.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0472_watch_winder_box_with_hinged_lid_08fef0e2,watch_winder_box_with_hinged_lid,Watch winder box with hinged lid,"A watch winder presentation box. A box body supports a top lid and one internal cradle mounted on a small spindle. Joints: the lid is revolute about a horizontal rear hinge axis, and the cradle rotates continuously about its spindle. Pull the hinge hardware outward so the axis is easy to read.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0473_retractable_bollard_53c11342,retractable_bollard,Retractable bollard,"A parking-access bollard with a narrow cylindrical post, a rounded top dome, and a flush circular sleeve set into paving. The post moves prismatically up and down within the sleeve, a top latch ring rotates continuously around the dome centerline, and a small inspection hatch at ground level rotates on a vertical hinge. Light roadside control-hardware scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0474_tower_fan_with_rotary_controls_c1505cfe,tower_fan_with_rotary_controls,Tower fan with rotary controls,"A slim residential tower fan with a tall rectangular housing, a circular pedestal base, and two rotary control dials on the top cap. The internal blower wheel rotates continuously about the vertical center axis, the fan body oscillates on a vertical revolute joint above the base, and both control dials rotate on separate shafts in the top panel. Floor appliance scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0475_sliding_security_gate_23a50f92,sliding_security_gate,Sliding security gate,A sliding security gate. A fixed post and frame support one gate leaf captured by a top track or bottom guide. Joints: the gate leaf translates prismatically along the track axis. Keep the moving member tightly nested inside the fixed guide.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0476_yawpitch_module_b96d7286,yawpitch_module,Yaw-pitch module,A compact service yaw-pitch head. A broad grounded body supports a compact rotary lower stage and a small trunnion cradle above it. The lower stage is a yaw revolute joint and the upper cradle is a pitch revolute joint.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0477_ceiling_light_fixture_6eaa4164,ceiling_light_fixture,Ceiling light fixture,A museum adjustable directional track spot with a straight ceiling rail and a single spot head. The spot head slides prismatically along the rail. The spot housing rotates continuously on a revolute bearing about the rail axis. The lamp inside tilts on a revolute joint at the head knuckle.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0478_rotary_base_with_vertical_slide_d2711523,rotary_base_with_vertical_slide,Rotary base with vertical slide,"A pedestal indexer with a round turntable base, a rigid upper mast mounted on the turntable, and a twin-rail vertical carriage on the mast. The base and mast should read as one rotating lower assembly carrying a clearly separate lift stage. The pedestal rotates on a vertical revolute axis and the upper carriage moves on a vertical prismatic axis.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0479_elevator_21ea25f0,elevator,Elevator,A platform wheelchair lift with a flat square platform and a single vertical column post. The platform slides prismatically along the vertical column. A folding knee-guard panel at the platform edge pivots on a revolute hinge at the platform front edge.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0480_wheelchair_5df3d826,wheelchair,Wheelchair,"A manual wheelchair. A chair frame supports two large rear wheels, two front casters, a seat, a backrest, and footrests. Joints: each rear wheel rotates continuously about its axle, and each front caster swivels about a vertical stem and spins continuously about its wheel axle. Push the wheels farther outboard for a wider stance.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0481_threejoint_prismatic_chain_922cb7e5,threejoint_prismatic_chain,Three-joint prismatic chain,An under-slung three-stage slide. A top support carries three nested sliders hanging beneath it in a clear root-to-tip chain. The nested stages are three serial prismatic joints.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0482_turnstile_gates_b1a1c37b,turnstile_gates,Turnstile Gates,A three-arm turnstile gate. A central column supports a rotor hub with three radial arms inside a fixed frame. Joints: the arm hub rotates continuously about the vertical center axis. Make the rotating member small relative to a broader fixed support.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0483_desk_with_drawer_5ff0c702,desk_with_drawer,Desk with drawer,A library card catalog desk with a wide work surface and a twelve-drawer card index cabinet as the base. Each catalog drawer slides prismatically on individual wooden guide rails.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0484_garden_gate_e5c4a13f,garden_gate,Garden gate,"A low picket garden gate with a lower surface bolt for holding it open. The rectangular leaf hangs on side hinges between two posts and carries a ring latch near the upper rail and a slim drop bolt near the lower rail. The leaf rotates on a vertical hinge axis, the ring latch rotates on its own pivot, and the drop bolt slides vertically through its guide brackets.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0485_wheelbarrow_a3b9fbb5,wheelbarrow,Wheelbarrow,"A wheelbarrow. A tray sits between two handles, with one front wheel in a fork and two resting legs at the rear. Joints: the front wheel rotates continuously about its axle. Use slimmer tubular members and a lighter open-frame body.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0486_threejoint_revolute_chain_28d9b9be,threejoint_revolute_chain,Three-joint revolute chain,"A wall-mounted inspection arm with a grounded base plate, three rigid links, and a small square pad at the end. The link lengths should vary enough to give the arm a clear shoulder, elbow, and wrist silhouette. The three articulations are revolute joints about parallel hinge axes in one plane.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0487_electrical_cabinet_door_10e1b49d,electrical_cabinet_door,Electrical cabinet door,"A control cabinet with a tall narrow carcass, a single hinged outer door, and an inner hinged equipment sub-door. The outer door hinges on revolute knuckles at its left edge. The inner sub-door hinges on its own revolute knuckles inside the outer frame.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0488_floodlight_mast_with_tilt_head_058b9ac5,floodlight_mast_with_tilt_head,Floodlight mast with tilt head,A parking lot floodlight on a square concrete base with a tall octagonal pole and two tilting flood heads. The pole is fixed to the base. Two outreach brackets are fixed to the pole top. Each flood head tilts on a revolute hinge at the bracket tip.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0489_parabolic_dish_on_azimuth_elevation_mount_1b741850,parabolic_dish_on_azimuth_elevation_mount,Parabolic dish on azimuth-elevation mount,"A large dish with a rear instrument hatch and an azimuth-elevation support. The reflector is mounted to an elevation yoke above a pedestal base, and a small hatch sits on the rear instrument box behind the dish. The base rotates on a vertical azimuth axis, the dish rotates on a horizontal elevation axis, and the hatch rotates on a small side hinge.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0490_desktop_monitor_with_tilt_swivel_stand_7415c691,desktop_monitor_with_tilt_swivel_stand,Desktop monitor with tilt swivel stand,"A curved gaming monitor with a wide display shell, a split rear yoke, and a tripod-style base, plus a power rocker and three menu buttons at the underside of the bezel. the yoke arms visibly carry the screen rather than hiding the support inside the shell, and the rocker and buttons stay distinct from one another. The display tilts on a horizontal revolute joint between the yoke arms and the whole stand swivels continuously about a vertical axis where the yoke meets the base, and the power rocker rotates on a short local pivot and the menu buttons depress independently. Gaming-desk scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0491_radial_arm_with_sliding_carriage_9f4b9483,radial_arm_with_sliding_carriage,Radial arm with sliding carriage,"A compact service arm with a sliding head. A fixed base support carries a single rotary arm, and the outer portion of that arm supports a short sliding carriage. The root support provides one revolute joint and the head carriage provides one prismatic joint.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0492_wheelie_bin_with_hinged_lid_00e35e86,wheelie_bin_with_hinged_lid,Wheelie bin with hinged lid,"A wheelie bin with a top lid. A bin body sits on a rear axle with two wheels and carries one full-width lid along the back edge. Joints: the lid is revolute about a horizontal rear hinge axis, and the rear wheels spin continuously about the axle. Favor thick side walls and a heavy frame around the moving panel.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0493_serial_elbow_arm_80b80700,serial_elbow_arm,Serial elbow arm,"A compact service elbow arm. A grounded root bracket carries a deep upper arm, a shallower forearm, and a small terminal face. The arm is a two-joint revolute chain with shoulder and elbow articulation.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0494_pushpull_plunger_chain_29586638,pushpull_plunger_chain,Push-pull plunger chain,A push-pull plunger assembly like a latching rod mechanism. A cylindrical guide body supports a sliding plunger rod with a rear knob and a front clevis tip. The plunger is a single prismatic joint along the rod axis within the guide body.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0495_telescoping_mast_with_pan_head_8728e627,telescoping_mast_with_pan_head,Telescoping mast with pan head,"A telescoping inspection mast with a rotating top head. Nested mast tubes rise from a fixed base frame, and the top stage carries a compact pan head with a mounting plate. The mast stages are prismatic joints along the vertical mast axis, and the head is a revolute joint about the same vertical axis at the top support.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0496_toaster_oven_64a1bebb,toaster_oven,Toaster oven,"A toaster oven with a broad lower door, two front dials, and a sliding broil rack inside the cavity. The door rotates downward on a lower hinge, the two dials rotate continuously on their short shafts, and the broil rack slides prismatically on straight side runners within the cavity. Home kitchen scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0497_vertical_slide_with_wrist_hinge_6cd252ec,vertical_slide_with_wrist_hinge,Vertical slide with wrist hinge,"A vertical tool slide with a hinged head. A rigid column supports a moving carriage, and the carriage carries a short wrist plate between side brackets. The carriage is a prismatic joint along the vertical guide axis, and the wrist plate is a revolute joint about a horizontal hinge axis at the carriage front.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0498_fourjoint_revolute_chain_295dbadc,fourjoint_revolute_chain,Four-joint revolute chain,"A long serial linkage with five slim box links, a fixed root foot, and a small square pad at the far end. The links should alternate slightly in length so the chain has a distinct rhythm instead of reading as identical bars. The four articulations are revolute joints about parallel axes in one plane.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0499_cantilever_articulated_arm_3e3fb55b,cantilever_articulated_arm,Cantilever articulated arm,"A wall-mounted transfer arm with a stout backplate, an angled shoulder bracket, a tapered first link, a deep elbow knuckle, and a square end plate. The arm should feel like a load-bearing reach mechanism with different link lengths and a visibly offset elbow package. The shoulder and elbow rotate about parallel horizontal pivots from supported knuckle blocks, and the end plate sits on its own wrist revolute axis.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0500_fingerlike_phalanx_chain_8a7f961b,fingerlike_phalanx_chain,Finger-like phalanx chain,A service-gripper finger chain. A rigid root mount carries three flat-sided finger segments with exposed pin bosses and a squared fingertip. The finger uses three serial revolute joints in one bending plane.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0501_vacuum_cleaner_with_articulated_wand_89061090,vacuum_cleaner_with_articulated_wand,Vacuum cleaner with articulated wand,"A vacuum cleaner with an articulated wand. A main body connects to a rigid wand chain ending in a floor nozzle. Joints: the wand bends on one or two revolute elbows, and the floor nozzle pitches on a horizontal revolute hinge. Use a lighter open-frame link layout with fewer covers around the joints.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0502_cctv_mast_with_pantilt_camera_head_da5998db,cctv_mast_with_pantilt_camera_head,CCTV mast with pan-tilt camera head,"A parking structure overhead CCTV mount with a horizontal beam bracket, a fixed drop-rod, and a pan-tilt dome housing. The dome housing pans on a continuous revolute bearing and tilts on a revolute tilt joint.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0503_branching_tree_with_three_independent_rotary_branches_526a14a1,branching_tree_with_three_independent_rotary_branches,Branching tree with three independent rotary branches,"A three-branch rotary fixture. A central mast carries three radial arms on separate hub blocks at staggered heights, with each arm ending in a small pad or fork. Each arm has its own revolute joint about a local hub axis with about 120 degrees of travel, and the branches should be spaced so their motion envelopes stay visually separate.",openai,gpt-5.5-2026-04-23,med,100,,
g55c_0504_floor_standing_drafting_table_cb5824c8,floor_standing_drafting_table,Floor Standing Drafting Table,"A floor-standing drafting table with a heavy pedestal base, a telescoping central column, and a rectangular drafting board with a pencil tray below the front edge. The board rotates on a horizontal trunnion axis at the top of the column, the column slides prismatically within the pedestal sleeve, and the pencil tray drawer translates prismatically on straight runners under the board.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0505_chest_freezer_with_hinged_lid_1ec0e938,chest_freezer_with_hinged_lid,Chest freezer with hinged lid,An outdoor patio chest cooler with a wide rectangular insulated body on four short legs and a hinged lid. The lid opens on two revolute hinge knuckles at the lid's rear edge. A drain plug on the front lower face is a short prismatic press-fit.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0506_revoluteprismaticrevolute_chain_834b9f9f,revoluteprismaticrevolute_chain,Revolute-prismatic-revolute chain,"An under-slung hinge-slider-wrist unit. A top support carries a pivoting frame below it, the frame carries a short slider, and the slider carries a small wrist tab. The frame is revolute, the slider is prismatic, and the wrist tab is revolute.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0507_tackle_box_with_simple_hinged_lid_eb0a5467,tackle_box_with_simple_hinged_lid,Tackle box with simple hinged lid,"A tackle box with a plain hinged lid. A rectangular box body supports one lid panel along the rear edge, with internal tray details kept fixed inside the body. Joints: the lid is a single revolute panel about a horizontal rear hinge axis. Make the hinge hardware short and tucked close to the body.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0508_standing_desk_with_synchronous_telescoping_legs_and_articulated_controls_c57052e8,standing_desk_with_synchronous_telescoping_legs_and_articulated_controls,Standing desk with synchronous telescoping legs and articulated controls,"A compact home-office standing desk with a narrow top, twin telescoping legs, and a small side control pod under one corner, plus a shallow keyboard tray under the front edge. the top frame remains visibly separate from the lifting columns, and the tray is mounted on short side guides below the top frame. The two leg stages slide prismatically within their outer columns as a synchronized pair, and the keyboard tray slides prismatically on its guides. Small home-office desk scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0509_tripodmounted_device_68615fe8,tripodmounted_device,Tripod-mounted device,"A compact optical device on a tripod with folding legs, a sliding center mast, and a protective front cover on the device face. The legs rotate on crown hinges, the center mast slides prismatically, the head pans on a vertical joint, the device tilts on a horizontal hinge, and the protective front cover rotates upward on a small hinge. Portable optics scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0510_singleleaf_drawbridge_839f385a,singleleaf_drawbridge,Single-leaf drawbridge,A single-leaf drawbridge. A fixed shore frame carries one bridge leaf on heavy side bearings. Joints: the bridge leaf is a single revolute panel about a horizontal shore-side axis. Pull the hinge hardware outward so the axis is easy to read.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0511_office_chair_fc2d6659,office_chair,Office chair,"A studio chair with a round seat, a backrest hinge, and a fold-down footrest bar. The seat is mounted above a central column on a wheeled base, with a short bar hinged below the front edge. The chair rotates on a vertical axis, the caster wheels spin and swivel, the backrest rotates on a hinge at the seat rear, and the footrest bar rotates on a small front hinge.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0512_orthogonal_yz_stage_e009631e,orthogonal_yz_stage,Orthogonal YZ stage,A compact service YZ stage. A fixed back support carries a short lateral slide and a visibly smaller hanging Z carriage. The lateral and vertical stages are orthogonal prismatic joints.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0513_revoluteprismatic_chain_ac66a602,revoluteprismatic_chain,Revolute-prismatic chain,A side-wall swing-and-slide mechanism. A grounded side plate supports a single arm link with a carried extension stage near the front. The root arm joint is revolute and the carried extension is prismatic.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0514_folding_arm_chain_7e6dc84e,folding_arm_chain,Folding arm chain,A folding support arm like the linkage on a task light or small gate stay. A base bracket carries three flat bar links in series and ends in a small attachment pad. The chain has three revolute joints about parallel axes in one plane so the arm can collapse near the base and extend outward.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0515_rotary_table_with_tilting_trunnion_ae060b6d,rotary_table_with_tilting_trunnion,Rotary table with tilting trunnion,"A pedestal rotary trunnion fixture. A grounded pedestal supports a rotary platter, and the platter supports a compact trunnion frame with a tilting faceplate. The platter rotates on a vertical revolute axis, and the faceplate tilts on a supported horizontal revolute axis.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0516_screwcap_bottle_e5d3b90d,screwcap_bottle,Screw-cap bottle,"A screw-cap bottle. A bottle body rises to a threaded neck, capped by a separate screw closure. Joints: the cap rotates continuously about the bottle neck axis. Make the rotating element broad and shallow.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0517_fidget_toy_5ef5445e,fidget_toy,Fidget toy,A clicking slider fidget toy with a rectangular flat housing and a center thumb slider that slides back and forth. The thumb slider moves prismatically along the housing's long axis. A ratchet click mechanism engages at each end on a short revolute detent.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0518_overbed_table_a8c4420c,overbed_table,Overbed table,"A pneumatic-lift overbed table with a rolling C-base, a rectangular tray, a gas-spring column cover, and a paddle release beneath the right side, plus locking casters at the base corners. the support stack stays visibly nested rather than collapsing into one solid post, and the wheel forks remain individually visible under the base frame. The lift column slides prismatically within the outer sleeve, the tray rotates on a tilt hinge at the column head, the release paddle rotates on a short pivot, and the four casters spin continuously on their axles, and the caster lock tabs rotate on their small local pivots. Clinical room scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0519_conventional_oven_with_dropdown_door_ae49dee2,conventional_oven_with_dropdown_door,Conventional oven with drop-down door,"A combination microwave-oven with a wide rectangular housing, a front door that swings sideways, and a rotating glass turntable inside. The microwave door swings on a revolute hinge at the door's vertical left edge. The turntable rotates continuously on a continuous revolute bearing.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0520_wall_safe_with_hinged_door_and_dial_542adca5,wall_safe_with_hinged_door_and_dial,Wall Safe With Hinged Door And Dial,"A document wall safe with a wide rectangular opening, a left-hinged front door, a round dial, and a shallow inner drawer behind the threshold. The main door rotates on a vertical hinge at the left jamb, the dial rotates continuously about its center shaft, and the inner drawer translates prismatically on straight runners inside the safe body.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0521_orchestra_style_music_stand_dc49bc3d,orchestra_style_music_stand,Orchestra Style Music Stand,"A conductor-style orchestra music stand with a broad desk, a single pedestal mast, and folding page supports at the left and right edges. The desk tilts on a horizontal hinge at the mast head, the mast extends prismatically from the pedestal sleeve, and the two page supports rotate on small side pivots.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0522_telescoping_boom_657174c7,telescoping_boom,Telescoping boom,"A rectangular telescoping boom for lifting or inspection equipment. Nested box-section stages extend from a fixed root mount, with a small head bracket at the tip. Each stage slides prismatically along the boom axis within the stage that contains it.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0523_cannon_dbe82e47,cannon,Cannon,"A mountain artillery gun with a wide rectangular split-trail carriage, a round barrel on trunnions, and two large spoked wheels. The barrel pivots on two revolute trunnion joints at the carriage top to elevate. Each wheel rotates continuously about its axle hub.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0524_wall_thermostat_with_articulated_controls_8de2923c,wall_thermostat_with_articulated_controls,Wall thermostat with articulated controls,"A compact thermostat with a shallow square body, one front dial, and a flip-down button panel under the display. The front dial rotates continuously about the center axis, and the button panel rotates downward on a lower hinge to reveal the controls behind it. Home wall-control scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0525_gear_assemblies_020f0434,gear_assemblies,Gear Assemblies,"An exposed three-shaft spur train. A grounded base frame carries input, idler, and output shafts with plain spur gears and visible bearing supports. Each shaft is its own revolute joint about a supported shaft axis.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0526_revolving_door_cd53e0d5,revolving_door,Revolving Door,A campus center four-wing revolving door set flush into a building facade wall. A central post carries four rectangular panel wings. Fixed curved guide walls flank the drum opening. The wing assembly rotates continuously about the central post axis.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0527_keyboard_517aaeef,keyboard,Keyboard,"A compact office keyboard with a narrow phone shelf and a side power slider. The shallow body carries standard key rows on top, a device slot along the upper edge, and a small switch set into one side wall. The keys move as short prismatic plungers normal to the case top, and the power switch translates prismatically in its short guide slot.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0528_observation_wheel_2da9618e,observation_wheel,Observation wheel,"A decorative wheel with a ring truss and small two-person gondolas. The wheel stands between two side frames on a shared base, and the gondolas are suspended from short links around the rim. The wheel rotates continuously on the horizontal center axis, and each gondola rotates on its own small support pivots.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0529_simple_drying_rack_dabb2d8e,simple_drying_rack,Simple drying rack,"A fold-out drying rack with side wings. A central rack frame carries two wing frames and a lower support frame with hanging rails across the spans. Joints: each wing frame is revolute about its outer hinge line, and the lower support frame folds on its own revolute hinges. Use slimmer rails and a lighter open-frame silhouette.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0530_hingeddoor_cabinet_8d61772f,hingeddoor_cabinet,Hinged-door cabinet,"A narrow broom cupboard with a full-height single door and a hold-open catch. The tall rectangular case is fixed, and the door is mounted on two side hinges with a small latch at the free edge. The door rotates on a vertical hinge axis at the cabinet side, and the latch rotates on its own short pivot.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0531_car_sunroof_cassette_1f213d9c,car_sunroof_cassette,Car sunroof cassette,A pop-up tilt-only sunroof cassette with a flat rectangular glass panel that tilts upward at the rear edge. The glass panel tilts on a revolute hinge at the panel's front edge about a horizontal axis. A wind deflector strip at the front edge lifts on a revolute hinge when the panel tilts.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0532_orthogonal_xz_stage_6bb4a579,orthogonal_xz_stage,Orthogonal XZ stage,A side-wall XZ module. A rigid grounded side support carries a lower slide and a narrow vertical stage attached to the lower carriage. The assembly uses one horizontal and one vertical prismatic joint.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0533_binoculars_e206250c,binoculars,Binoculars,Image-stabilized binoculars with two cylindrical objective barrels on a fixed bridge and an internal stabilizing prism block. The bridge hinge adjusts interpupillary distance on a revolute joint. An external focus wheel rotates continuously.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0534_dj_equipment_90f21ee9,dj_equipment,DJ equipment,A modular synthesizer rack panel unit with a tall rectangular rack frame and three module panel faces each on a revolute hinge at the panel's vertical left edge. The frame is fixed. Each module panel swings on a revolute hinge for cable access.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0535_bicycle_dropper_seatpost_assembly_5994fc90,bicycle_dropper_seatpost_assembly,Bicycle dropper seatpost assembly,A remote-actuated electronic dropper seatpost with a round outer tube clamped in the frame and a round inner tube that telescopes down. The inner tube slides prismatically inside the outer tube. A wireless remote lever at the handlebars pivots on a revolute hinge.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_0536_sluice_gate_with_vertical_lift_panel_ecc60c7d,sluice_gate_with_vertical_lift_panel,Sluice gate with vertical lift panel,"A canal-control sluice assembly with a rectangular frame, a vertically guided panel over the channel mouth, and a rising stem passing through a drive head. The panel translates prismatically along the guide direction, the drive handwheel rotates continuously at the top of the stem, and a narrow service hatch in the drive head rotates on a vertical hinge. Civil-infrastructure scale with simple structural members.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0537_zippo_lighter_eb1dbabf,zippo_lighter,Zippo lighter,"A classic flip-top lighter with a rectangular outer case, an exposed perforated chimney insert, and a striker wheel beside the wick. The lid rotates upward on a side-mounted revolute hinge, and the striker wheel spins continuously on a transverse axle between the chimney guards. Pocket-size metal object scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0538_refrigerator_with_hinged_doors_57dcbd29,refrigerator_with_hinged_doors,Refrigerator with hinged doors,"A beverage refrigerator with a glazed front door and a side control knob. The tall narrow cabinet has one glass-front door mounted to one side and a small thermostat knob on the inner top frame. The main door rotates on a vertical side hinge axis, and the thermostat knob rotates on its own short shaft.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0539_display_freezer_with_sliding_glass_lids_4fef6867,display_freezer_with_sliding_glass_lids,Display freezer with sliding glass lids,"A low island freezer with three sliding glass lids, a deep insulated body, and a recessed control area at one corner, plus a temperature-control knob on the end wall. the three lid panels remain distinct framed pieces rather than one large sheet, and the knob remains a separate control in the end panel. All three glass lids slide prismatically along their top rails, and the temperature-control knob rotates continuously on its short shaft. Retail freezer scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0540_lighthouse_with_rotating_beacon_assembly_6a62c0ff,lighthouse_with_rotating_beacon_assembly,Lighthouse with rotating beacon assembly,"A harbor lighthouse with a cylindrical lantern cage and an inner light carriage. The lantern room stands above a gallery, and the beacon carriage is supported on a central shaft inside the cage. The beacon carriage rotates continuously about the vertical shaft, and the gallery access gate rotates on a small side hinge.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_0541_clock_tower_with_rotating_hour_and_minute_hands_6510d789,clock_tower_with_rotating_hour_and_minute_hands,Clock tower with rotating hour and minute hands,"A market square clock tower with a square stone shaft, a four-faced clock stage, a bell stage, and a spire. Each clock face has a minute hand and an hour hand, each rotating continuously about the face center coaxial axis.",openai,gpt-5.5-2026-04-23,high,100,,
